traveler_id,traveler_status,update_time,association
4203,1,24320,14
4645,1,24320,14
5582,1,24320,14
5870,1,24320,14
6478,1,24320,14
6479,1,24320,14
6495,1,24320,14
6532,1,24320,14
6568,1,24320,14
6598,1,24320,14
6660,1,24320,14
6663,1,24320,14
6890,1,24320,14
6920,1,24320,14
14623,1,24320,14
14838,1,24320,14
15185,1,24320,14
15497,1,24320,14
15744,1,24320,14
15991,1,24320,14
16101,1,24320,14
16267,1,24320,14
16795,1,24320,14
16822,1,24320,14
16915,1,24320,14
17098,1,24320,14
17535,1,24320,14
17713,1,24320,14
17980,1,24320,14
47505,1,24320,23
48087,1,24320,23
48495,1,24320,23
48620,1,24320,23
49026,1,24320,23
49866,1,24320,23
50230,1,24320,23
50298,1,24320,23
50581,1,24320,23
51033,1,24320,23
58793,1,24320,23
58971,1,24320,23
59073,1,24320,23
59665,1,24320,23
59865,1,24320,23
60070,1,24320,23
60387,1,24320,23
60607,1,24320,23
60648,1,24320,23
60899,1,24320,23
60932,1,24320,23
61103,1,24320,23
61620,1,24320,23
61993,1,24320,23
99115,1,24320,20
99369,1,24320,20
99473,1,24320,20
99535,1,24320,20
99713,1,24320,20
99974,1,24320,20
100756,1,24320,20
100883,1,24320,20
101407,1,24320,20
101529,1,24320,20
101726,1,24320,20
101837,1,24320,20
101853,1,24320,20
102106,1,24320,20
102213,1,24320,20
135030,1,24320,19
135170,1,24320,19
135228,1,24320,19
135280,1,24320,19
135569,1,24320,19
136263,1,24320,19
136283,1,24320,19
136332,1,24320,19
136360,1,24320,19
136958,1,24320,19
137201,1,24320,19
137235,1,24320,19
137304,1,24320,19
138470,1,24320,19
167984,1,24320,25
168073,1,24320,25
168231,1,24320,25
168390,1,24320,25
168713,1,24320,25
168722,1,24320,25
168976,1,24320,25
169027,1,24320,25
169290,1,24320,25
169669,1,24320,25
169692,1,24320,25
169728,1,24320,25
169892,1,24320,25
169973,1,24320,25
170339,1,24320,25
170505,1,24320,25
171179,1,24320,25
171255,1,24320,25
58622,4,24320,5
58670,4,24320,5
58720,4,24320,5
58838,4,24320,5
59040,4,24320,5
59405,4,24320,5
59412,4,24320,5
59459,4,24320,5
59603,4,24320,5
59645,4,24320,5
59651,4,24320,5
59655,4,24320,5
59846,4,24320,5
60000,4,24320,5
60197,4,24320,5
60345,4,24320,5
60572,4,24320,5
60575,4,24320,5
60864,4,24320,5
60996,4,24320,5
61216,4,24320,5
61652,4,24320,5
61693,4,24320,5
98726,4,24320,5
98748,4,24320,5
98776,4,24320,5
98777,4,24320,5
99446,4,24320,5
99457,4,24320,5
99488,4,24320,5
99599,4,24320,5
99771,4,24320,5
99943,4,24320,5
99953,4,24320,5
100180,4,24320,5
100333,4,24320,5
100435,4,24320,5
100663,4,24320,5
100741,4,24320,5
100770,4,24320,5
101144,4,24320,5
101216,4,24320,5
101238,4,24320,5
101660,4,24320,5
101810,4,24320,5
101985,4,24320,5
102238,4,24320,5
102246,4,24320,5
135201,4,24320,5
135267,4,24320,5
135649,4,24320,5
135654,4,24320,5
135747,4,24320,5
136024,4,24320,5
136169,4,24320,5
136240,4,24320,5
136317,4,24320,5
136628,4,24320,5
136669,4,24320,5
137103,4,24320,5
137192,4,24320,5
137221,4,24320,5
137348,4,24320,5
137723,4,24320,5
137738,4,24320,5
167837,4,24320,5
167883,4,24320,5
167913,4,24320,5
168042,4,24320,5
168131,4,24320,5
168150,4,24320,5
168228,4,24320,5
168352,4,24320,5
168708,4,24320,5
168784,4,24320,5
168892,4,24320,5
168950,4,24320,5
168969,4,24320,5
168983,4,24320,5
169039,4,24320,5
169074,4,24320,5
169160,4,24320,5
169257,4,24320,5
169320,4,24320,5
169355,4,24320,5
169371,4,24320,5
169440,4,24320,5
169562,4,24320,5
169576,4,24320,5
169815,4,24320,5
169909,4,24320,5
170047,4,24320,5
170053,4,24320,5
170119,4,24320,5
170144,4,24320,5
170149,4,24320,5
170276,4,24320,5
170282,4,24320,5
170547,4,24320,5
170576,4,24320,5
170699,4,24320,5
170774,4,24320,5
170867,4,24320,5
171097,4,24320,5
171238,4,24320,5
171243,4,24320,5
171262,4,24320,5
10941,2,24360,0
11192,2,24360,0
11275,2,24360,0
11422,2,24360,0
11673,2,24360,0
11899,2,24360,0
12252,2,24360,0
12393,2,24360,0
12621,2,24360,0
12715,2,24360,0
13106,2,24360,0
13122,2,24360,0
13972,2,24360,0
14224,2,24360,0
14293,2,24360,0
14297,2,24360,0
54742,2,24360,1
54816,2,24360,1
54857,2,24360,1
55092,2,24360,1
55281,2,24360,1
55283,2,24360,1
55360,2,24360,1
55466,2,24360,1
55785,2,24360,1
55790,2,24360,1
56364,2,24360,1
56757,2,24360,1
57223,2,24360,1
57309,2,24360,1
57378,2,24360,1
57549,2,24360,1
57831,2,24360,1
57919,2,24360,1
57981,2,24360,1
58351,2,24360,1
58439,2,24360,1
95137,2,24360,2
95190,2,24360,2
95663,2,24360,2
96157,2,24360,2
96240,2,24360,2
96328,2,24360,2
96382,2,24360,2
96431,2,24360,2
96604,2,24360,2
96625,2,24360,2
97045,2,24360,2
97186,2,24360,2
97346,2,24360,2
97365,2,24360,2
97367,2,24360,2
97383,2,24360,2
97499,2,24360,2
97641,2,24360,2
97970,2,24360,2
98397,2,24360,2
98420,2,24360,2
98545,2,24360,2
98689,2,24360,2
131635,2,24360,3
131638,2,24360,3
131753,2,24360,3
131832,2,24360,3
131869,2,24360,3
132796,2,24360,3
132833,2,24360,3
132918,2,24360,3
133070,2,24360,3
133348,2,24360,3
133832,2,24360,3
133992,2,24360,3
134078,2,24360,3
134087,2,24360,3
134154,2,24360,3
134231,2,24360,3
134573,2,24360,3
7168,4,24360,3
7262,4,24360,3
7446,4,24360,3
7509,4,24360,3
7603,4,24360,3
7938,4,24360,3
8435,4,24360,3
9099,4,24360,3
9167,4,24360,3
9463,4,24360,3
9869,4,24360,3
10159,4,24360,3
10212,4,24360,3
10472,4,24360,3
10477,4,24360,3
10601,4,24360,3
51062,4,24360,3
51190,4,24360,3
51245,4,24360,3
51398,4,24360,3
51845,4,24360,3
52536,4,24360,3
52683,4,24360,3
52818,4,24360,3
52972,4,24360,3
53163,4,24360,3
53229,4,24360,3
53882,4,24360,3
53998,4,24360,3
54327,4,24360,3
54535,4,24360,3
54537,4,24360,3
54657,4,24360,3
91477,4,24360,3
91704,4,24360,3
91838,4,24360,3
92112,4,24360,3
92284,4,24360,3
92302,4,24360,3
92375,4,24360,3
92939,4,24360,3
92945,4,24360,3
92948,4,24360,3
93149,4,24360,3
93342,4,24360,3
93578,4,24360,3
93602,4,24360,3
93840,4,24360,3
94119,4,24360,3
94418,4,24360,3
94615,4,24360,3
94825,4,24360,3
95043,4,24360,3
21850,1,24380,14
22344,1,24380,14
22429,1,24380,14
22649,1,24380,14
22678,1,24380,14
22944,1,24380,14
23058,1,24380,14
23068,1,24380,14
23266,1,24380,14
24120,1,24380,14
24490,1,24380,14
24531,1,24380,14
24573,1,24380,14
24829,1,24380,14
25182,1,24380,14
25289,1,24380,14
32694,1,24380,14
33199,1,24380,14
33549,1,24380,14
33622,1,24380,14
33718,1,24380,14
33734,1,24380,14
34648,1,24380,14
34651,1,24380,14
34753,1,24380,14
35014,1,24380,14
35169,1,24380,14
35248,1,24380,14
35545,1,24380,14
35707,1,24380,14
35843,1,24380,14
36410,1,24380,14
65981,1,24380,23
66028,1,24380,23
66042,1,24380,23
66315,1,24380,23
66327,1,24380,23
66457,1,24380,23
66925,1,24380,23
67092,1,24380,23
67131,1,24380,23
67133,1,24380,23
67684,1,24380,23
67859,1,24380,23
67888,1,24380,23
